ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Treppo Carnico,Treppo Carnico,,Treppo Ligosullo,0.034750597,2579,345.3178082,0.028864581,2210.3,346.4453552,0.046686013,2058.9375,342.7150685,0.013500018,1152,222.2219178,Friuli-Venezia Giulia,Udine,Nord-est
San Vito Chietino,,,San Vito Chietino,0.028505758,2972.333333,2525.805479,0.026077213,8974.833333,2530.945355,0.040859382,5527.163462,2545.315068,0.038333876,4280.978022,2373.879452,Abruzzo,Chieti,Sud
Doberdò del Lago,,,Doberdò del Lago,0.022545168,2258.666667,798.3972603,0.026871753,6038.85,744.2759563,0.033651346,8818.84,742.9123288,0.027937349,1991.157895,680.0931507,Friuli-Venezia Giulia,Gorizia,Nord-est
Mariano del Friuli,,,Mariano del Friuli,0.023547348,2993.105263,806.8849315,0.01749307,5687.928571,800.3169399,0.038502237,3808.03125,831.1205479,0.035820037,2955.448276,809.6027397,Friuli-Venezia Giulia,Gorizia,Nord-est
Medea,,,Medea,0.038862674,1661.772727,566.0958904,0.019125555,1834.4,522.8606557,0.033668136,3483.222222,534.630137,0.045540107,2245.826087,505.0493151,Friuli-Venezia Giulia,Gorizia,Nord-est
Moraro,,,Moraro,0.017583945,1982.571429,398.090411,0.017880074,1251.714286,391.4972678,0.038904561,5390.733333,385.5589041,0.03062501,2084.818182,359.1835616,Friuli-Venezia Giulia,Gorizia,Nord-est
Turriaco,,,Turriaco,0.029952678,2386.444444,1502.369863,0.021581143,11936.59375,1482.775956,0.036614504,4313.127273,1502.136986,0.041237216,1977.842105,1382.246575,Friuli-Venezia Giulia,Gorizia,Nord-est
San Dorligo della Valle - Dolina,San Dorligo della Valle - Dolina,,San Dorligo della Valle,0.036565675,3250.745098,2789.50137,0.025660176,2610.819444,2805.904372,0.037059027,2221.295238,2833.317808,0.03678904,2270.226804,2636.654795,,,
Sgonico,,,Sgonico,0.033770014,2486.081081,1095.646575,0.027153954,17891.53333,1104.811475,0.038678499,2265.27907,1111.728767,0.045344799,2390.369565,1014.449315,Friuli-Venezia Giulia,Trieste,Nord-est
Cerreto Laziale,,,Cerreto Laziale,0.050576433,2883.28,494.3013699,0.042307015,3990.238095,496.3715847,0.060861397,2905,492.9232877,0.05514243,6908.814815,489.6410959,Lazio,Roma,Centro
Fossa,,,Fossa,0.032004209,2821.583333,374.9506849,0.029661392,1635.181818,370.852459,0.035514606,2552.538462,366.0465753,0.048871736,5348.058824,347.8493151,Abruzzo,L'Aquila,Sud
Agazzano,,,Agazzano,0.024889782,2727.565217,924.0739726,0.027359986,2322.44,913.7431694,0.045578097,2299.209302,943.4356164,0.03704853,2603.714286,944.7068493,Emilia-Romagna,Piacenza,Nord-est
Castel San Giovanni,,,Castel San Giovanni,0.04712207,3308.367089,5029.490411,0.042384654,2259.037383,5048.997268,0.052311499,2609.695817,5027.575342,0.058424087,7916.962457,5015.054795,Emilia-Romagna,Piacenza,Nord-est
Gerano,,,Gerano,0.057726439,2811.814815,467.7232877,0.031523869,4226,507.5519126,0.046215207,1973.333333,519.309589,0.061406783,1731.125,521.1150685,Lazio,Roma,Centro
Crecchio,,,Crecchio,0.033659787,3962.26,1485.452055,0.023586512,3563.8,1483.898907,0.037140474,2481.410714,1507.789041,0.036431522,3037.777778,1482.232877,Abruzzo,Chieti,Sud
Grumo Nevano,,,Grumo Nevano,0.069415212,3285.175439,4926.873973,0.061658626,2898.422078,4995.245902,0.092778501,3713.473118,5011.936986,0.085184754,2633.033413,4918.720548,Campania,Napoli,Sud
Monteferrante,,,Monteferrante,0.015811133,245,63.24657534,0.01431085,20425,69.87704918,0.029585799,1137.5,67.6,0.031513058,2789,63.46575342,Abruzzo,Chieti,Sud
Palombaro,,,Palombaro,0.028677737,4143.642857,488.1835616,0.023382778,3577.636364,470.431694,0.03070943,3352.6,488.4493151,0.04595583,3142.227273,478.7205479,Abruzzo,Chieti,Sud
Pietracupa,,,Pietracupa,0.019770875,4110.5,101.1589041,0.009839239,2875,101.6338798,0.020434442,1634.5,97.8739726,0.031688612,1329.666667,94.67123288,Molise,Campobasso,Sud
Anticoli Corrado,,,Anticoli Corrado,0.038248217,2554.785714,366.030137,0.038950535,3333.2,385.1038251,0.04931766,2552.473684,385.2575342,0.054635266,4648.380952,384.3671233,Lazio,Roma,Centro
Sambuci,,,Sambuci,0.071898297,3741.423077,361.6219178,0.052980132,2976.8,377.5,0.061626778,2678.333333,389.4410959,0.049520151,2372.947368,383.6821918,Lazio,Roma,Centro
Canale Monterano,,,Canale Monterano,0.041103386,3943.423529,2067.956164,0.035123232,2398.92,2135.338798,0.056132792,2667.710744,2155.60274,0.060685484,2560.406504,2026.843836,Lazio,Roma,Centro
Casape,,,Casape,0.059397884,3046.4,252.5342466,0.054329732,4522.642857,257.6857923,0.05303966,2243.857143,263.9534247,0.058356427,2938.666667,257.0410959,Lazio,Roma,Centro
Castel Gandolfo,,,Castel Gandolfo,0.062383565,7775.62,4007.465753,0.046829164,2859.316062,4121.363388,0.073704636,4057.667752,4165.273973,0.076756373,2559.900322,4051.780822,Lazio,Roma,Centro
Monte Porzio Catone,,,Monte Porzio Catone,0.047943457,3008.476684,4025.575342,0.042797288,3477.657303,4159.142077,0.064012751,2906.545788,4264.775342,0.068222471,6047.531469,4192.167123,Lazio,Roma,Centro
Riofreddo,,,Riofreddo,0.021452741,1820.142857,326.2986301,0.030292998,4201.2,330.1092896,0.049915132,2424.352941,340.5780822,0.03618489,3954.583333,331.630137,Lazio,Roma,Centro
Sant'Antimo,,,Sant'Antimo,0.073157772,4775.08953,9007.928767,0.063604247,4227.618718,9071.721311,0.0838354,4778.030303,9053.454795,0.087390492,3411.747382,8742.369863,Campania,Napoli,Sud
Rocca di Papa,,,Rocca di Papa,0.060000817,6046.27451,7649.89589,0.050403144,2688.936548,7816.972678,0.077086204,2433.718287,7874.30137,0.077246691,2994.213084,6925.863014,Lazio,Roma,Centro
Vallepietra,,,Vallepietra,0.068557476,2392.25,116.690411,0.017343917,3918,115.3142077,0.036214808,7327.75,110.4520548,0.008453379,590,118.2958904,Lazio,Roma,Centro
Lariano,,,Lariano,0.059535661,6224.558659,6013.20274,0.046662903,3146.258503,6300.508197,0.069216989,7063.290323,6270.136986,0.068816514,3470.00716,6088.654795,Lazio,Roma,Centro
Ciampino,,,Ciampino,0.064198191,3725.619417,16044.06575,0.055221763,3916.380045,16153.05191,0.074538452,2848.239541,16353.97534,0.081210841,2921.66,16007.71507,Lazio,Roma,Centro
Posta Fibreno,,,Posta Fibreno,0.022320799,1948.692308,582.4164384,0.018394397,1389.363636,598.0081967,0.037048806,1344.826087,620.8027397,0.038190736,39804.16667,628.4246575,Lazio,Frosinone,Centro
Sgurgola,,,Sgurgola,0.053770088,2854.339286,1041.471233,0.044441863,2817.456522,1035.060109,0.04937692,3391.647059,1032.871233,0.048616207,5107.54902,1049.032877,Lazio,Frosinone,Centro
San Biagio Saracinisco,,,San Biagio Saracinisco,0.025719621,922,155.5232877,0.031329715,2967.4,159.5928962,0.030096143,6063.8,166.1342466,0.030424273,2673,164.3424658,Lazio,Frosinone,Centro
Sant'Ambrogio sul Garigliano,,,Sant'Ambrogio sul Garigliano,0.022472025,1535.666667,533.9972603,0.032235503,3118.647059,527.3688525,0.029916653,3436.3125,534.8191781,0.050228846,2810.037037,537.539726,Lazio,Frosinone,Centro
Serrone,,,Serrone,0.046166967,2368.042857,1516.235616,0.043339867,3440.835821,1545.920765,0.057959926,1921.079545,1518.290411,0.046731707,3237.114286,1497.912329,Lazio,Frosinone,Centro
Gallo Matese,,,Gallo Matese,0.019293284,1226.75,207.3260274,0.019670017,983.25,203.3551913,0.018970401,2316.75,210.8547945,0.033665819,5768,207.9260274,Campania,Caserta,Sud
Lusciano,,,Lusciano,0.068958304,3718.997319,5409.065753,0.056138493,3398.468647,5397.36612,0.081488255,3133.95672,5387.279452,0.080682011,2910.194245,5168.438356,Campania,Caserta,Sud
Portico di Caserta,,,Portico di Caserta,0.055212088,3315.625767,2952.252055,0.041631102,4110.968,3002.562842,0.062510648,3047.373684,3039.482192,0.058039215,2891.622857,3015.20274,Campania,Caserta,Sud
Cellole,,,Cellole,0.036729274,11020.53659,3348.827397,0.036099411,4084.110169,3268.751366,0.045005394,14240.27778,3199.616438,0.041130562,4196.601563,3112.041096,Campania,Caserta,Sud
Raviscanina,,,Raviscanina,0.026162999,3145.4,573.3287671,0.030007089,35183,566.5327869,0.039327466,2242.090909,559.4054795,0.031286398,3149.764706,543.3671233,Campania,Caserta,Sud
San Marcellino,,,San Marcellino,0.063094249,4400.944649,4295.161644,0.064746658,4005.057762,4278.213115,0.084706973,3869.548476,4261.750685,0.084739877,3381.936288,4260.09589,Campania,Caserta,Sud
San Prisco,,,San Prisco,0.054897521,2632.92,4553.939726,0.039345337,8233.201117,4549.459016,0.060691682,2528.842491,4498.145205,0.063346333,2991.340426,4451.717808,Campania,Caserta,Sud
Sant'Arpino,,,Sant'Arpino,0.05884644,3032.764045,4537.232877,0.054351381,2633.392713,4544.502732,0.077291629,3101.425714,4528.30411,0.074852141,2639.710769,4341.893151,Campania,Caserta,Sud
Castelpoto,,,Castelpoto,0.043571034,46998.70833,550.8246575,0.02939641,2330.0625,544.284153,0.054942849,2514,546.0219178,0.034212513,2240.055556,526.1232877,Campania,Benevento,Sud
Ceppaloni,,,Ceppaloni,0.039201081,5346.951613,1581.589041,0.040984582,2600.5625,1561.562842,0.049506377,2705.0375,1615.953425,0.049188145,33218.89744,1585.747945,Campania,Benevento,Sud
Cardito,,,Cardito,0.072415932,2839.457086,6918.367123,0.06157264,2815.777512,6788.729508,0.087798241,3864.545139,6560.49589,0.084920662,2716.9606,6276.446575,Campania,Napoli,Sud
Casamicciola Terme,,,Casamicciola Terme,0.065296412,2582.374016,3889.953425,0.043074087,5289.389222,3877.040984,0.07326902,2145.931741,3998.961644,0.078954571,2194.639456,3723.660274,Campania,Napoli,Sud
Cercola,,,Cercola,0.067017736,2964.322078,5744.747945,0.059049705,2764.104348,5842.535519,0.088434662,2652.492424,5970.509589,0.082802296,4088.004202,5748.632877,Campania,Napoli,Sud
Cimitile,,,Cimitile,0.048265645,3321.490741,2237.616438,0.050902963,3107.764706,2337.781421,0.060286817,2432.951049,2371.994521,0.064141726,5177.080537,2322.980822,Campania,Napoli,Sud
Candida,,,Candida,0.043227517,1568.869565,532.0684932,0.034186615,15776.77778,526.5218579,0.033613582,2525.647059,505.7479452,0.04452577,38595.36364,494.0958904,Campania,Avellino,Sud
Gesualdo,,,Gesualdo,0.02974691,2193.018182,1848.931507,0.028092619,3600.45098,1815.423497,0.039811667,3583.555556,1808.515068,0.029546892,2116.924528,1793.758904,Campania,Avellino,Sud
Montoro Inferiore,Montoro Inferiore,,Montoro,0.042130726,4043.721622,8782.189041,0.036492954,8712.289308,8714.010929,0.050367048,3723.78626,5201.813699,0.061390875,4578.787004,4512.071233,,,
Pago del Vallo di Lauro,,,Pago del Vallo di Lauro,0.066221304,3361.089286,845.6493151,0.057917938,4019.387755,846.0245902,0.094024619,4939.037975,840.2054795,0.087325091,4694.945946,847.4082192,Campania,Avellino,Sud
Roccabascerana,,,Roccabascerana,0.045580077,2543.788462,1140.849315,0.041489693,2336.021277,1132.811475,0.061895879,6609.142857,1130.931507,0.056123146,4926.380952,1122.531507,Campania,Avellino,Sud
Sorbo Serpico,,,Sorbo Serpico,0.056436026,4449.222222,318.9452055,0.041631667,2116.384615,312.2622951,0.069612407,5267.045455,316.0356164,0.053970132,3397.411765,314.9890411,Campania,Avellino,Sud
Calvanico,,,Calvanico,0.040366981,2132.130435,569.7726027,0.03759244,3654.904762,558.6229508,0.064444935,3747.222222,558.6164384,0.087484164,54352.20408,560.1013699,Campania,Salerno,Sud
Fisciano,,,Fisciano,0.050035928,2766.374172,6035.663014,0.036542339,4024.851351,6075.144809,0.058530683,5355.465909,6013.939726,0.061224153,3261.879213,5814.69863,Campania,Salerno,Sud
Giungano,,,Giungano,0.024969109,3559.75,640.7917808,0.01884752,1072.083333,636.6885246,0.04118988,2947.08,606.9452055,0.051444196,2682.3,583.1561644,Campania,Salerno,Sud
Minori,,,Minori,0.055728972,2701.933333,807.4794521,0.034673632,1535.357143,807.5300546,0.051969855,1506.767442,827.4027397,0.048428881,1766.725,825.9534247,Campania,Salerno,Sud
Grazzano Badoglio,,,Grazzano Badoglio,0.051119937,2363.642857,273.8657534,0.028537455,2430,280.3333333,0.057385927,1664.666667,313.6657534,0.051845609,2359.2,289.3205479,Piemonte,Asti,Nord-ovest
Montecorvino Pugliano,,,Montecorvino Pugliano,0.05990035,3357.178439,4490.791781,0.044473878,3912.185,4497.021858,0.06644025,8356.850498,4530.386301,0.075893496,3559.538922,4400.90411,Campania,Salerno,Sud
Orria,,,Orria,0.019774731,2970.9,505.6958904,0.016255017,3521.25,492.1557377,0.266216894,3680.335938,480.8109589,0.042145129,2260.5,474.5506849,Campania,Salerno,Sud
Perdifumo,,,Perdifumo,0.045478996,2608.390244,901.5150685,0.044053244,2222.871795,885.2923497,0.05688158,2325.82,879.0191781,0.044870118,3253.564103,869.1753425,Campania,Salerno,Sud
Petina,,,Petina,0.019758246,3672,506.1178082,0.02634712,4031.538462,493.4125683,0.015750325,4512.25,507.9260274,0.047019181,3566.263158,404.090411,Campania,Salerno,Sud
Praiano,,,Praiano,0.047432802,1628.516129,653.5561644,0.047442829,1658.612903,653.4180328,0.068027762,1474.086957,676.1945205,0.054252908,1644.333333,663.5589041,Campania,Salerno,Sud
Canistro,,,Canistro,0.046951712,3216.277778,383.3726027,0.023472238,5093.777778,383.431694,0.049220352,2328.052632,386.0191781,0.042507042,1198.4375,376.4082192,Abruzzo,L'Aquila,Sud
Siano,,,Siano,0.04011991,2789.462121,3290.136986,0.039277484,3136.842105,3386.163934,0.048136593,2479.01227,3386.19726,0.056888353,3097.891304,3234.405479,Campania,Salerno,Sud
Roccadaspide,,,Roccadaspide,0.032067799,3071.294118,3710.887671,0.02792034,3685.148515,3617.434426,0.029942414,2822.084906,3540.128767,0.037653223,16579.82443,3479.117808,Campania,Salerno,Sud
Romagnano al Monte,,,Romagnano al Monte,0.031211253,3907.166667,192.2383562,0.020577693,11706.5,194.3852459,0.0370553,1561.428571,188.9068493,0.07178798,2487.083333,167.1589041,Campania,Salerno,Sud
Barete,,,Barete,0.032971726,96118.54545,333.6191781,0.002943495,1425,339.7322404,0.05822486,2463.25,343.4958904,0.064277024,15449.09091,342.2684932,Abruzzo,L'Aquila,Sud
Sassano,,,Sassano,0.027396431,4364.516129,2263.068493,0.024339903,3434.581818,2259.663934,0.035868667,5085.271605,2258.238356,0.037617183,3370.658228,2100.10411,Campania,Salerno,Sud
Serramezzana,,,Serramezzana,0,0,162.5561644,0.0353424,1679.333333,169.7677596,0.076936797,2468.846154,168.969863,0.043530855,1412.714286,160.8054795,Campania,Salerno,Sud
Sessa Cilento,,,Sessa Cilento,0.021110556,1949.357143,663.1753425,0.028662932,5577.526316,662.8770492,0.024592373,1232.5,650.6082192,0.05627891,2467.111111,639.6712329,Campania,Salerno,Sud
Sicignano degli Alburni,,,Sicignano degli Alburni,0.027620129,16022,1412.013699,0.025836318,3909.473684,1470.797814,0.035154447,5984.056604,1507.632877,0.044542318,15895.72727,1234.780822,Campania,Salerno,Sud
Carpineto della Nora,,,Carpineto della Nora,0.021435073,1446,279.9150685,0.011208313,1617,267.6584699,0.025278009,1488.571429,276.9205479,0.060877499,2001.941176,279.2493151,Abruzzo,Pescara,Sud
Introdacqua,,,Introdacqua,0.030437331,1758.823529,1117.049315,0.021809352,3308.75,1100.445355,0.027281968,2560.033333,1099.627397,0.041004914,2227.186047,1048.654795,Abruzzo,L'Aquila,Sud
Rocca di Cambio,,,Rocca di Cambio,0.052917724,1337.333333,226.7671233,0.03157311,2013.714286,221.7076503,0.060657859,1939.928571,230.8027397,0.068277049,1450.8,219.6931507,Abruzzo,L'Aquila,Sud
Moio Alcantara,,,Moio Alcantara,0.019291755,3645.833333,311.0136986,0.021844971,1066.714286,320.4398907,0.039783351,2519.153846,326.769863,0.042157168,6309.230769,308.369863,Sicilia,Messina,Isole
Sant'Egidio alla Vibrata,,,Sant'Egidio alla Vibrata,0.035516926,8406.080645,5236.939726,0.027691855,4247.731034,5236.196721,0.041331415,3577.692661,5274.438356,0.047776553,3344.641026,4897.8,Abruzzo,Teramo,Sud
Torano Nuovo,,,Torano Nuovo,0.029302333,3511.269231,887.3013699,0.031777967,4531.689655,912.5819672,0.036529976,11770.58824,930.7424658,0.040313412,3109.735294,843.3917808,Abruzzo,Teramo,Sud
Pietranico,,,Pietranico,0.030049278,2243.571429,232.9506849,0.029364907,2419,238.3797814,0.020759632,959.6,240.8520548,0.016260163,2272.5,246,Abruzzo,Pescara,Sud
Grimaldi,,,Grimaldi,0.026877241,81590.68421,706.9178082,0.023168773,2668.1875,690.5846995,0.03204651,2225.652174,717.7068493,0.030237879,3789.47619,694.4931507,Calabria,Cosenza,Sud
Torre de' Passeri,,,Torre de' Passeri,0.023707553,3425.21875,1349.780822,0.025453079,4647.457143,1375.079235,0.036980317,8221.538462,1406.153425,0.046341023,2148.1875,1381.065753,Abruzzo,Pescara,Sud
Villa Celiera,,,Villa Celiera,0.042335319,2712.785714,330.6931507,0.018485938,3428.666667,324.5710383,0.038284345,2107.692308,339.5643836,0.045025041,3343.6,333.1479452,Abruzzo,Pescara,Sud
Torricella Sicura,,,Torricella Sicura,0.029335353,3210.075,1363.542466,0.022442285,3579.166667,1336.762295,0.039592067,7681.833333,1363.909589,0.042897625,2294.592593,1258.810959,Abruzzo,Teramo,Sud
Alanno,,,Alanno,0.03121459,25746.34615,1665.887671,0.024512915,2616.690476,1713.382514,0.027259062,2235,1724.19726,0.032117852,5616.735849,1650.172603,Abruzzo,Pescara,Sud
Picerno,,,Picerno,0.030958312,3119.306452,2002.693151,0.026590714,2213.592593,2030.784153,0.036968897,2972.392405,2136.931507,0.034410715,2677.435484,1801.764384,Basilicata,Potenza,Sud
Rapone,,,Rapone,0.011500138,919.25,347.8219178,0.013505236,2050.6,370.226776,0.032518249,2773.8,461.2794521,0.024486186,1565.363636,449.2328767,Basilicata,Potenza,Sud
Ruvo del Monte,,,Ruvo del Monte,0.029794621,2218.333333,503.4465753,0.030373948,3080.266667,493.8442623,0.039929549,1316.5,500.8821918,0.026656105,4779.538462,487.6931507,Basilicata,Potenza,Sud
San Pietro in Amantea,,,San Pietro in Amantea,0.014695422,2344.666667,204.1452055,0.019250999,1964.25,207.7814208,0.014109916,8335,212.6164384,0.043514545,7776.333333,206.8273973,Calabria,Cosenza,Sud
Stigliano,,,Stigliano,0.040606123,2526.935065,1896.265753,0.035551949,2473.411765,1912.693989,0.033527379,17934.67188,1908.887671,0.034398626,2934,1831.468493,Basilicata,Matera,Sud
Acquaformosa,,,Acquaformosa,0.026542398,3698.166667,452.1068493,0.013877479,707,432.3551913,0.032462995,1482.428571,431.260274,0.021970746,3938.444444,409.6356164,Calabria,Cosenza,Sud
Belmonte Calabro,,,Belmonte Calabro,0.013673229,1775.166667,877.6273973,0.018338626,3234.125,872.4754098,0.021250778,3991.421053,894.0849315,0.03028369,5864.192308,858.5479452,Calabria,Cosenza,Sud
Centrache,,,Centrache,0.028095293,5007.5,142.3726027,0.029403495,1390.25,136.0382514,0.058605118,3334.25,136.5068493,0.058501793,2597.75,136.7479452,Calabria,Catanzaro,Sud
Calopezzati,,,Calopezzati,0.03004348,4390.058824,565.8465753,0.017358394,4078.5,576.0901639,0.033245127,2667.157895,571.5123288,0.032917481,1458.722222,546.8219178,Calabria,Cosenza,Sud
Caloveto,,,Caloveto,0.028099869,4838.307692,462.6356164,0.014818671,7509,472.3770492,0.025441598,1502,471.6684932,0.03185918,2113.933333,470.8219178,Calabria,Cosenza,Sud
Carolei,,,Carolei,0.053734887,2424.303797,1470.180822,0.039734149,2644.508475,1484.868852,0.052112613,2064.6375,1535.136986,0.067874436,1921.048077,1532.241096,Calabria,Cosenza,Sud
Carpanzano,,,Carpanzano,0.011351267,1056,88.09589041,0.022225596,1252,89.9863388,0,0,93.67123288,0.076742859,2483.285714,91.21369863,Calabria,Cosenza,Sud
Casole Bruzio,Casole Bruzio,,Casali del Manco,0.035169025,2692.980392,4350.419178,0.032498909,1840.895833,4430.918033,0.042821246,6521.352041,4577.167123,0.042044371,2236.067073,3900.641096,Calabria,Cosenza,Sud
Castroregio,,,Castroregio,0.034317413,2971,116.5589041,0.061724528,1259.714286,113.4071038,0.066819222,1137.125,119.7260274,0.024013158,799.3333333,124.9315068,Calabria,Cosenza,Sud
Cellara,,,Cellara,0.021806993,1700.25,183.4273973,0.0053709,512,186.1885246,0.041322899,1863.125,193.5972603,0.030865068,1483.666667,194.3945205,Calabria,Cosenza,Sud
Cerisano,,,Cerisano,0.041117267,2029.590164,1483.561644,0.02623492,1400.282051,1486.568306,0.039856011,2426.016949,1480.328767,0.04721137,2761.376812,1461.512329,Calabria,Cosenza,Sud
Cervicati,,,Cervicati,0.018327779,2096.25,436.4958904,0.020687186,2895,435.0519126,0.032570176,4708.357143,429.8410959,0.021648017,1517.555556,415.7424658,Calabria,Cosenza,Sud
Marano Principato,,,Marano Principato,0.057352218,2173.913978,1621.558904,0.03660061,2221.4,1639.31694,0.057889033,3088.520833,1658.345205,0.059386726,6406.896907,1633.361644,Calabria,Cosenza,Sud
Pietrafitta,,,Pietrafitta,0.03388744,2025.333333,619.6986301,0.026445206,2179.0625,605.0245902,0.02903807,1053.647059,585.4383562,0.035449111,1182.3,564.1890411,Calabria,Cosenza,Sud
